Date,Open,High,Low,Close,Adj Close,Volume
2010-08-26,5995.000000,6020.100098,5700.000000,5802.950195,5360.627930,42799
2010-08-27,5960.000000,6048.000000,5901.000000,5961.500000,5507.090820,12029
2010-08-30,5976.000000,6075.000000,5975.000000,5999.649902,5542.333496,25187
2010-08-31,6089.000000,6089.000000,5940.000000,5976.100098,5520.578613,2600
2010-09-01,5985.000000,6091.000000,5985.000000,6002.600098,5545.059082,7527
2010-09-02,6025.000000,6048.000000,5945.000000,5978.649902,5522.933105,1477
2010-09-03,6000.000000,6414.700195,5971.000000,6299.649902,5819.465820,38427
2010-09-06,6394.000000,6430.000000,6270.000000,6322.799805,5840.852051,26487
2010-09-07,6348.899902,6508.000000,6291.000000,6359.950195,5875.170410,17897
2010-09-08,6369.000000,6449.000000,6301.000000,6347.600098,5863.761719,5741
2010-09-09,6400.000000,6400.000000,6280.000000,6313.950195,5832.676758,5452
2010-09-13,6255.000000,6429.000000,6255.000000,6304.750000,5824.178223,10165
2010-09-14,6329.000000,6350.000000,6262.250000,6285.049805,5805.979004,4562
2010-09-15,6285.000000,6400.000000,6260.000000,6282.000000,5803.162109,8207
2010-09-16,6275.000000,6350.000000,6155.000000,6172.149902,5701.685547,4962
2010-09-17,6172.000000,6248.000000,6161.000000,6198.600098,5726.118652,2042
2010-09-20,6238.000000,6324.450195,6211.000000,6291.149902,5811.614258,5846
2010-09-21,6325.000000,6329.000000,6211.100098,6279.049805,5800.437012,2983
2010-09-22,6291.000000,6300.000000,6123.000000,6176.450195,5705.657227,8812
2010-09-23,6210.000000,6275.000000,6110.000000,6169.250000,5699.005371,2100
2010-09-24,6120.049805,6250.000000,6120.049805,6187.399902,5715.772461,1299
2010-09-27,6266.000000,6266.000000,6150.000000,6162.600098,5692.862305,1855
2010-09-28,6199.750000,6230.000000,6150.000000,6161.649902,5691.984375,6185
2010-09-29,6203.399902,6208.899902,6140.000000,6144.100098,5675.773926,1843
2010-09-30,6144.000000,6299.000000,6031.100098,6180.750000,5709.629395,15848
2010-10-01,6200.000000,6335.000000,6165.000000,6222.200195,5747.919922,20552
2010-10-04,6249.799805,6335.000000,6220.299805,6235.450195,5760.160156,12059
2010-10-05,6235.450195,6335.000000,6212.000000,6235.299805,5760.020996,2867
2010-10-06,6235.250000,6329.049805,6221.049805,6253.500000,5776.833984,3489
2010-10-07,6225.000000,6298.000000,6163.299805,6198.600098,5726.118652,4851
2010-10-08,6215.000000,6239.000000,6072.000000,6089.399902,5625.242188,5970
2010-10-11,6147.899902,6175.000000,6110.000000,6130.500000,5663.209473,1653
2010-10-12,6125.000000,6158.000000,6100.500000,6115.049805,5648.937500,925
2010-10-13,6138.000000,6229.000000,6115.049805,6208.700195,5735.448730,3008
2010-10-14,6275.000000,6275.000000,6136.000000,6173.100098,5702.563477,1783
2010-10-15,6200.100098,6200.100098,6100.000000,6117.549805,5651.246582,573
2010-10-18,6115.000000,6148.649902,6020.000000,6099.700195,5634.756836,1034
2010-10-19,6125.000000,6149.700195,6050.000000,6074.149902,5611.154297,758
2010-10-20,6070.000000,6132.000000,6060.000000,6099.350098,5634.432617,1717
2010-10-21,6070.000000,6160.000000,6070.000000,6122.750000,5656.050293,3128
2010-10-22,6099.350098,6169.000000,6070.000000,6107.950195,5642.379395,1235
2010-10-25,6107.000000,6199.000000,6047.000000,6149.000000,5680.298828,2429
2010-10-26,6170.000000,6299.000000,6130.000000,6202.399902,5729.628906,14035
2010-10-27,6309.000000,6309.000000,6122.000000,6146.350098,5677.851563,3950
2010-10-28,6111.700195,6230.000000,6111.700195,6199.000000,5726.487793,18242
2010-10-29,6215.000000,6319.000000,6185.100098,6261.350098,5784.085938,5506
2010-11-01,6309.000000,6666.000000,6280.049805,6506.250000,6010.317871,31607
2010-11-02,6589.000000,6610.000000,6330.000000,6367.350098,5882.006836,12459
2010-11-03,6400.000000,6499.000000,6320.000000,6373.649902,5887.825195,6483
2010-11-04,6410.000000,6458.950195,6321.000000,6443.399902,5952.258789,6254
2010-11-08,6549.000000,6549.000000,6436.000000,6452.600098,5960.757324,4439
2010-11-09,6420.000000,6573.950195,6391.000000,6401.049805,5913.136719,2640
2010-11-10,6454.950195,6454.950195,6370.000000,6387.149902,5900.296875,3042
2010-11-11,6411.049805,6446.950195,6345.049805,6360.649902,5875.816895,2786
2010-11-12,6349.000000,6415.000000,6230.000000,6264.750000,5787.226074,1815
2010-11-15,6200.000000,6296.000000,5776.100098,6240.799805,5765.102051,4140
2010-11-16,6251.049805,6479.899902,6251.049805,6448.450195,5956.924805,19067
2010-11-18,6479.000000,6581.000000,6350.000000,6503.000000,6007.315918,8565
2010-11-19,6509.000000,6525.000000,6416.000000,6462.250000,5969.671387,4695
2010-11-22,6440.000000,6515.000000,6382.000000,6400.399902,5912.537109,4631
2010-11-23,6400.000000,6443.950195,6301.000000,6391.299805,5904.129883,1537
2010-11-24,6392.000000,6481.000000,6375.100098,6452.750000,5960.896484,3811
2010-11-25,6478.000000,6499.000000,6050.000000,6238.450195,5762.931152,18894
2010-11-26,6499.850098,6499.850098,6120.000000,6368.750000,5883.299316,6637
2010-11-29,6368.750000,6417.950195,6206.000000,6277.049805,5798.588867,1004
2010-11-30,6275.000000,6435.000000,6275.000000,6386.549805,5899.742188,2441
2010-12-01,6323.000000,6468.200195,6323.000000,6446.850098,5955.445313,7494
2010-12-02,6510.000000,6513.450195,6343.000000,6384.149902,5897.525391,6887
2010-12-03,6384.149902,6440.000000,6287.000000,6349.450195,5865.470215,1559
2010-12-06,6426.000000,6426.000000,6325.000000,6345.549805,5861.867676,6031
2010-12-07,6302.000000,6389.000000,6251.649902,6275.500000,5797.157227,13136
2010-12-08,6270.000000,6364.000000,6270.000000,6306.750000,5826.025391,1495
2010-12-09,6281.149902,6329.799805,6020.000000,6057.299805,5595.588379,2454
2010-12-10,6050.000000,6250.000000,6050.000000,6129.350098,5662.147949,5669
2010-12-13,6250.000000,6250.000000,6100.000000,6199.250000,5726.719727,16090
2010-12-14,6340.000000,6340.000000,6200.000000,6214.600098,5740.898926,2249
2010-12-15,6299.000000,6299.000000,6180.000000,6198.649902,5726.164551,3183
2010-12-16,6150.049805,6259.700195,6150.049805,6241.799805,5766.025391,1427
2010-12-20,6180.000000,6260.000000,6165.000000,6197.500000,5725.102539,14719
2010-12-21,6210.000000,6268.000000,6142.000000,6167.049805,5696.973633,4108
2010-12-22,6195.000000,6245.000000,6146.000000,6167.500000,5697.390137,9096
2010-12-23,6160.000000,6217.950195,6160.000000,6192.000000,5720.020996,291
2010-12-24,6150.000000,6250.000000,6150.000000,6240.600098,5764.916992,943
2010-12-27,6210.000000,6239.000000,6165.000000,6205.350098,5732.354004,2053
2010-12-28,6204.049805,6255.000000,6200.000000,6223.950195,5749.535645,590
2010-12-29,6285.000000,6370.000000,6200.100098,6291.299805,5811.752441,1733
2010-12-30,6300.000000,6389.950195,6231.000000,6260.299805,5783.115723,1413
2010-12-31,6282.049805,6350.000000,6270.049805,6300.350098,5820.113281,2043
2011-01-03,6305.000000,6774.950195,6295.000000,6666.549805,6158.398926,26430
2011-01-04,6600.000000,6724.950195,6385.000000,6472.799805,5979.417480,7075
2011-01-05,6529.200195,6529.200195,6400.100098,6426.850098,5936.971191,2930
2011-01-06,6420.049805,6573.000000,6375.049805,6528.700195,6031.056641,2806
2011-01-07,6551.000000,6569.950195,6371.549805,6433.049805,5942.697754,3986
2011-01-10,6440.000000,6598.000000,6375.000000,6401.049805,5913.136719,5749
2011-01-11,6450.000000,6490.000000,6355.600098,6388.399902,5901.450684,3055
2011-01-12,6420.000000,6439.950195,6352.450195,6375.450195,5889.489258,3837
2011-01-13,6402.000000,6449.950195,6257.700195,6393.500000,5906.162109,8185
2011-01-14,6356.000000,6435.000000,6260.000000,6301.200195,5820.898438,2117
2011-01-17,6344.000000,6399.000000,6262.000000,6299.750000,5819.559082,1008
2011-01-18,6325.000000,6330.000000,6275.000000,6307.799805,5826.996094,521
2011-01-19,6328.000000,6328.850098,6000.100098,6227.049805,5752.400391,1881
2011-01-20,6214.000000,6280.000000,6214.000000,6236.399902,5761.037598,840
2011-01-21,6263.850098,6350.000000,6245.000000,6253.700195,5777.019043,1280
2011-01-24,6300.000000,6324.899902,6231.049805,6249.299805,5772.953613,4185
2011-01-25,6300.000000,6300.000000,6203.149902,6218.049805,5744.085938,1317
2011-01-27,6247.500000,6300.000000,6150.000000,6200.600098,5727.965820,2573
2011-01-28,6190.000000,6215.000000,6034.000000,6063.799805,5601.593262,2040
2011-01-31,6079.950195,6079.950195,5931.000000,6021.350098,5562.378906,2313
2011-02-01,6062.000000,6063.000000,5960.000000,6006.299805,5548.476563,2002
2011-02-02,6054.000000,6054.000000,5926.000000,5961.500000,5507.090820,3591
2011-02-03,5969.000000,6094.000000,5950.000000,6062.399902,5600.299805,1544
2011-02-04,6060.000000,6157.700195,6021.000000,6069.799805,5607.135742,11001
2011-02-07,6014.950195,6118.399902,6010.000000,6034.899902,5574.896973,1114
2011-02-08,6084.000000,6097.000000,6030.000000,6061.549805,5599.516113,1287
2011-02-09,6031.000000,6095.000000,5995.000000,6041.600098,5581.086914,12535
2011-02-10,6004.399902,6060.399902,5990.049805,6000.049805,5542.702637,61736
2011-02-11,5985.100098,6025.000000,5901.100098,5981.250000,5525.336426,1675
2011-02-14,6037.000000,6079.000000,5955.000000,5989.549805,5533.003418,28527
2011-02-15,5963.000000,6059.000000,5963.000000,6021.100098,5562.148438,968
2011-02-16,6044.000000,6045.000000,5970.049805,5991.950195,5535.220215,1569
2011-02-17,6033.500000,6079.899902,5981.200195,6011.100098,5552.910645,2873
2011-02-18,6049.000000,6060.000000,6000.049805,6007.700195,5549.770020,443
2011-02-21,6000.000000,6050.000000,5970.000000,6006.149902,5548.338379,3176
2011-02-22,6000.000000,6034.899902,5982.000000,6017.149902,5558.499512,3011
2011-02-23,5970.000000,6068.000000,5970.000000,6020.149902,5561.270508,3328
2011-02-24,6050.000000,6050.000000,5961.149902,5985.950195,5529.678223,10425
2011-02-25,5986.049805,6050.000000,5986.049805,6003.149902,5545.567871,1022
2011-02-28,6045.000000,6070.000000,5970.000000,5999.299805,5542.009766,4244
2011-03-01,6005.000000,6130.000000,5950.000000,6082.950195,5619.284180,13699
2011-03-03,6149.899902,6666.299805,6020.000000,6140.700195,5672.631836,6700
2011-03-04,6139.000000,6139.000000,6002.100098,6059.100098,5597.251953,12406
2011-03-07,6059.100098,6059.100098,6000.049805,6054.149902,5592.678711,1660
2011-03-08,6077.799805,6140.000000,6063.000000,6098.750000,5633.880371,3372
2011-03-09,6100.000000,6100.000000,6000.250000,6022.299805,5563.256348,7034
2011-03-10,6020.000000,6084.000000,5980.000000,6006.200195,5548.384277,4925
2011-03-11,6000.399902,6035.000000,5997.000000,6002.549805,5545.012207,5243
2011-03-14,6000.000000,6049.500000,5973.000000,6001.450195,5543.996094,4950
2011-03-15,5801.000000,6029.850098,5801.000000,6015.899902,5557.344727,3090
2011-03-16,6069.950195,6070.000000,5990.000000,6003.899902,5546.259277,1758
2011-03-17,6000.000000,6055.000000,5980.000000,5996.799805,5539.701172,3317
2011-03-18,6049.000000,6049.000000,5925.149902,5956.049805,5502.056152,7927
2011-03-21,5997.000000,5998.000000,5942.000000,5947.350098,5494.020020,2264
2011-03-22,5951.000000,5985.000000,5951.000000,5974.000000,5518.638672,376
2011-03-23,5985.000000,6000.000000,5951.500000,5970.450195,5515.359375,32036
2011-03-24,5970.250000,6155.000000,5970.250000,6148.000000,5679.375488,11967
2011-03-25,6148.000000,6299.950195,6044.950195,6181.350098,5710.183594,11678
2011-03-28,6290.000000,6698.700195,6200.000000,6493.700195,5998.724609,15100
2011-03-29,6540.000000,6540.000000,6440.549805,6492.850098,5997.940918,12348
2011-03-30,6499.000000,6620.000000,6456.049805,6556.899902,6057.107910,14580
2011-03-31,6551.000000,6897.000000,6410.000000,6708.500000,6197.151855,21347
2011-04-01,6501.049805,6800.000000,6501.049805,6659.149902,6151.563477,3139
2011-04-04,6744.000000,6795.000000,6642.000000,6708.000000,6196.689941,2474
2011-04-05,6675.450195,6800.000000,6675.000000,6694.899902,6184.588379,3381
2011-04-06,6710.000000,6744.000000,6620.000000,6646.899902,6140.247559,1653
2011-04-07,6684.000000,6684.049805,6625.299805,6642.000000,6135.721191,749
2011-04-08,6650.000000,6679.950195,6510.000000,6529.750000,6032.027344,1378
2011-04-11,6525.100098,6675.000000,6470.000000,6500.700195,6005.191406,2757
2011-04-13,6460.000000,6555.000000,6450.000000,6457.899902,5965.654297,2739
2011-04-15,6480.000000,6480.000000,6330.000000,6362.000000,5877.063965,5667
2011-04-18,6363.000000,6498.000000,6301.000000,6308.600098,5827.733887,2967
2011-04-19,6382.600098,6382.600098,6251.000000,6284.899902,5805.839844,3476
2011-04-20,6349.000000,6524.700195,6300.000000,6405.049805,5916.832520,15386
2011-04-21,6449.000000,6488.350098,6401.000000,6442.450195,5951.381836,3103
2011-04-25,6449.000000,6631.250000,6441.000000,6545.100098,6046.206543,5893
2011-04-26,6700.000000,6700.000000,6511.000000,6640.100098,6133.966309,5209
2011-04-27,6650.000000,7015.000000,6630.000000,6970.200195,6438.904297,54064
2011-04-28,6976.700195,7020.000000,6710.200195,6794.750000,6276.828125,15789
2011-04-29,6820.000000,6820.000000,6620.000000,6646.549805,6139.924805,3181
2011-05-02,6662.049805,6738.000000,6600.100098,6627.649902,6122.465332,2297
2011-05-03,6601.049805,6780.000000,6576.899902,6651.950195,6144.912598,6570
2011-05-04,6730.000000,6730.000000,6575.000000,6589.950195,6087.638672,28694
2011-05-05,6640.000000,6649.850098,6551.200195,6571.000000,6070.133301,1308
2011-05-06,6611.000000,6740.000000,6586.049805,6634.450195,6128.746582,10802
2011-05-09,6697.950195,6798.700195,6600.000000,6641.299805,6135.074707,12495
2011-05-10,6545.000000,6699.000000,6545.000000,6643.299805,6136.920898,7904
2011-05-11,6697.700195,6860.000000,6665.000000,6833.750000,6312.854980,7408
2011-05-12,6800.000000,6883.000000,6752.500000,6771.500000,6292.180176,8902
2011-05-13,6799.850098,6850.000000,6725.000000,6752.149902,6274.199707,4043
2011-05-16,6708.000000,6825.000000,6650.000000,6719.899902,6244.232422,8017
2011-05-17,6809.950195,6840.000000,6754.149902,6804.000000,6322.379395,7218
2011-05-18,6768.149902,6850.000000,6731.000000,6834.899902,6351.092773,4992
2011-05-19,6848.750000,6925.000000,6831.000000,6898.700195,6410.376465,4490
2011-05-20,6913.899902,6914.000000,6836.000000,6876.700195,6389.933594,1080
2011-05-23,6845.000000,6880.299805,6817.000000,6831.399902,6347.839844,1462
2011-05-24,6825.000000,6850.000000,6806.049805,6831.750000,6348.165039,3172
2011-05-25,6800.000000,6863.000000,6800.000000,6831.549805,6347.978516,1993
2011-05-26,6880.000000,6880.000000,6800.250000,6829.000000,6345.610840,5211
2011-05-27,6840.000000,6887.950195,6825.049805,6835.799805,6351.927734,2910
2011-05-30,6897.000000,7040.000000,6835.049805,6993.299805,6498.279297,36322
2011-05-31,6993.049805,7138.950195,6838.549805,7047.350098,6548.505371,6690
2011-06-01,7159.000000,7240.000000,7060.000000,7205.649902,6695.599121,21835
2011-06-02,7185.000000,7185.000000,7085.049805,7155.100098,6648.626465,2437
2011-06-03,7170.000000,7210.000000,7086.000000,7120.350098,6616.337402,2391
2011-06-06,7135.049805,7214.000000,7086.000000,7169.100098,6661.636230,1459
2011-06-07,7140.000000,7189.899902,7106.000000,7166.549805,6659.266113,665
2011-06-08,7180.000000,7180.000000,7050.000000,7069.200195,6568.807129,2685
2011-06-09,7060.049805,7149.950195,7035.000000,7042.950195,6544.415527,931
2011-06-10,7061.000000,7094.500000,6985.000000,7006.899902,6510.916504,1080
2011-06-13,7010.000000,7070.000000,6942.049805,7026.350098,6528.990723,3171
2011-06-14,7085.000000,7097.000000,7011.000000,7053.250000,6553.987305,8994
2011-06-15,7050.000000,7073.450195,6960.000000,6999.000000,6503.575684,6156
2011-06-16,6931.049805,6985.899902,6925.000000,6958.649902,6466.083008,2303
2011-06-17,6961.000000,6987.549805,6831.000000,6873.000000,6386.494629,1537
2011-06-20,6932.000000,6932.000000,6831.000000,6874.450195,6387.841797,5265
2011-06-21,6880.000000,6938.950195,6852.100098,6916.899902,6427.287598,1245
2011-06-22,6915.000000,6949.950195,6831.049805,6884.100098,6396.809570,1858
2011-06-23,6849.950195,6866.000000,6750.299805,6775.799805,6374.888184,2738
2011-06-24,6815.000000,6888.799805,6802.000000,6826.200195,6422.307129,1848
2011-06-27,6825.000000,7020.000000,6808.600098,6953.850098,6542.403320,6132
2011-06-28,7009.000000,7009.000000,6860.049805,6956.250000,6544.660645,5997
2011-06-29,7014.000000,7090.000000,6861.000000,6907.350098,6498.655273,7731
2011-06-30,6914.000000,6950.000000,6850.100098,6882.899902,6475.651367,2819
2011-07-01,6900.000000,6929.850098,6861.000000,6879.500000,6472.452148,1680
2011-07-04,6899.899902,6948.000000,6881.299805,6920.649902,6511.166992,6084
2011-07-05,6901.000000,7036.000000,6870.000000,6999.149902,6585.022949,6821
2011-07-06,6955.100098,7075.000000,6955.100098,6995.049805,6581.165527,2582
2011-07-07,6981.000000,7040.000000,6981.000000,6999.700195,6585.540527,1910
2011-07-08,7040.000000,7049.350098,6982.000000,7012.350098,6597.442383,2616
2011-07-11,6982.049805,7039.899902,6982.000000,7012.850098,6597.912109,2382
2011-07-12,6985.000000,7267.000000,6984.000000,7058.350098,6640.720215,8949
2011-07-13,7032.000000,7150.000000,7032.000000,7061.750000,6643.918945,3350
2011-07-14,7070.000000,7133.000000,7065.000000,7100.350098,6680.234863,4152
2011-07-15,7080.049805,7145.799805,7078.000000,7088.049805,6668.662109,2747
2011-07-18,7114.899902,7128.899902,7030.000000,7052.200195,6634.933105,1474
2011-07-19,7050.000000,7580.000000,7005.299805,7188.950195,6763.593262,9014
2011-07-20,7260.799805,7420.000000,7202.100098,7219.649902,6792.476074,3201
2011-07-21,7200.000000,7274.500000,7180.000000,7212.100098,6785.373535,4982
2011-07-22,7215.049805,7270.000000,7164.000000,7187.200195,6761.946289,2420
2011-07-25,7200.000000,7400.000000,7050.250000,7183.250000,6758.230469,6717
2011-07-26,7219.000000,7219.000000,7101.000000,7123.850098,6702.345215,2536
2011-07-27,7125.049805,7211.000000,7101.049805,7119.950195,6698.674805,1919
2011-07-28,7158.899902,7158.899902,6990.000000,7029.899902,6613.953613,9033
2011-07-29,7021.000000,7140.000000,7021.000000,7088.899902,6669.462891,4162
2011-08-01,7175.000000,7200.000000,7050.049805,7067.500000,6649.329102,1551
2011-08-02,7060.399902,7125.000000,7016.049805,7104.399902,6684.045898,8696
2011-08-03,7199.000000,7199.000000,7030.000000,7031.649902,6615.599609,1796
2011-08-04,7003.100098,7106.100098,7002.049805,7035.000000,6618.751953,1465
2011-08-05,6860.000000,7110.000000,6860.000000,6993.299805,6579.518555,5419
2011-08-08,6810.000000,7069.000000,6810.000000,6967.549805,6555.292969,20623
2011-08-09,6950.000000,7080.000000,6780.000000,7015.049805,6599.981934,5802
2011-08-10,7148.000000,7220.049805,7027.000000,7219.750000,6792.569824,26456
2011-08-11,7175.000000,7210.000000,7100.500000,7139.799805,6717.351074,1617
2011-08-12,7140.000000,7475.000000,7064.000000,7352.850098,6917.795410,9830
2011-08-16,7110.000000,7458.000000,7110.000000,7315.500000,6882.654785,2184
2011-08-17,7316.000000,7316.000000,7201.000000,7216.149902,6789.183105,1301
2011-08-18,7300.000000,7340.000000,7101.100098,7145.549805,6722.760742,2494
