Date,sma_10,wma_5,momentum_10,stck,stcd,rsi_14,ema_20,ema_50,macd,exp,cci_14,cci_21,cci_50,trend
2020-06-03,921.9350036,995.1166746666668,165.15002400000003,100.0,100.00000000000004,65.26191434219388,927.1261010720187,948.9909021009715,14.541687106582344,-8.07076921012225,159.87191866102043,186.33274909524775,203.81334566528815,1
2020-06-04,936.3950072,1001.8300088,142.15002400000003,89.27453519096474,96.42484506365496,61.276856827840945,934.2283783032551,951.0579260185805,18.374381766248234,-4.544749079939519,109.3113209022507,138.10014056178372,164.88911928614752,-1
2020-06-05,953.7750059999998,1015.3299968,194.5,100.0,96.42484506365496,64.83803909904825,943.6685304648499,954.285065233538,23.692594006542095,-0.7797700017419706,104.8114485496528,141.5183841782018,177.71487535009783,1
2020-06-08,971.4800108,1017.5666706666667,163.5,91.39124019131492,93.55525846075993,61.480898675593345,950.5477203253405,956.7013381263405,26.197264473934297,2.817167928348198,94.41940597035212,128.15121459286405,172.18848774381087,-1
2020-06-09,984.9700071999999,1008.3866658666667,83.64996399999995,76.32391362467868,89.23838460533123,56.33267902995544,954.0479362943557,957.9012851802096,25.579584452957306,5.852156798296079,53.9264013072603,80.86667142767278,122.96798219645498,-1
2020-06-10,993.7900024,1001.6366578666666,46.59997599999997,78.66323907455013,82.12613096351461,56.9502906227808,957.6481305520362,959.2326063888288,25.16710388435183,8.427483076436847,38.152447925943214,65.08912565125958,109.0809496162264,1
2020-06-11,996.125,989.1633181333333,16.94995199999994,66.70951156812339,73.89888808911742,52.83783438460669,958.6911634518422,959.5999542167178,22.702429890323742,10.330809318288434,12.227997986487827,43.35075468949958,82.16422165009128,-1
2020-06-12,999.2349975999999,983.6133221333333,-4.90002400000003,72.03648000967694,72.46974355078352,54.96908733057167,960.9824812183334,960.5077991493955,21.641477195397783,11.83889836856968,-12.824583797876517,32.01117664098765,66.6469551831984,1
2020-06-15,995.4549928,970.4699832,-51.15002400000003,35.6206392427963,58.12221027353223,49.38144298202647,959.9222426261113,960.0898453003996,17.939116591733296,12.652260798324829,-53.22878249051569,18.28373151080072,49.047598330219934,-1
2020-06-16,994.3949951999999,975.2466634666667,-31.84997599999997,51.248622360578224,52.96858053768384,55.399176451615155,962.8248884712435,961.2784797592076,18.068734003771283,13.37445722571769,-21.603970325957526,40.344974828359376,81.76624229655955,1
2020-06-17,990.0949951999999,976.1,-22.450012000000015,35.20960958083836,40.69295706140432,53.515225211348515,964.3891848073156,961.9832452588465,17.074914004612765,13.8678514629037,-19.889004986125627,41.74205894245038,86.63902329484817,-1
2020-06-18,991.9199952000001,991.3600056,-13.399963999999954,83.95213892215574,56.80345695452414,58.99660155947983,969.6806921589998,964.2564517977153,19.34841879154419,14.598593773389098,39.69903844893835,64.93371031171341,117.36592628140491,1
